,Name,Team,xG per fixture,xG per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
69,Lys Mousset,Sheffield Utd,13.947368421052632,17.666666666666668,38,30,0.0,0.0,4.0,6.0,3.0,2.0,33.0,0.0,0.0,10.0,,,,,,,,,,0.0,,0.0,20.0,29.0,,19.0,12.0,24.0,2.0,46.0,22.0,3.0,2.0,29.0,12.0,29.0,11.0,62.0,35.0,17.0,41.0,12.0,2.0,19.0,24.0,0.0,0.0,0.0,0.0
70,Aaron Connolly,Brighton,13.947368421052632,22.083333333333332,38,24,89.0,0.0,0.0,2.0,6.0,24.0,9.0,53.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,0.0,29.0,0.0,6.0,21.0,0.0,0.0,27.0,17.0,0.0,4.0,46.0,2.0,21.0,107.0,0.0,18.0,21.0,0.0,,,
71,Che Adams,Southampton,13.789473684210526,17.466666666666665,38,30,64.0,58.0,65.0,2.0,63.0,17.0,35.0,0.0,,6.0,,,,,,,,,,0.0,0.0,27.0,0.0,8.0,,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,52.0,10.0,56.0,16.0,21.0
72,Theo Walcott,Everton,13.710526315789474,20.84,38,25,25.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,6.0,0.0,0.0,0.0,45.0,,15.0,39.0,21.0,18.0,12.0,0.0,0.0,0.0,40.0,0.0,0.0,26.0,26.0,6.0,54.0,102.0,0.0,0.0,30.0,9.0,0.0,6.0,0.0,0.0
73,Joshua King,Bournemouth,13.31578947368421,19.46153846153846,38,26,42.0,4.0,12.0,0.0,18.0,23.0,12.0,0.0,,1.0,,,,,,,,,,0.0,35.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,41.0,2.0,42.0,0.0,0.0,0.0,0.0,17.0,56.0,19.0,2.0,8.0,37.0,20.0,23.0,2.0,15.0,28.0,22.0
74,Mason Greenwood,Man Utd,13.210526315789474,16.193548387096776,38,31,6.0,50.0,6.0,4.0,30.0,38.0,17.0,64.0,,6.0,,,,,,,,,,0.0,6.0,43.0,0.0,15.0,,3.0,2.0,13.0,18.0,0.0,35.0,8.0,11.0,0.0,19.0,0.0,35.0,0.0,7.0,17.0,0.0,17.0,5.0,0.0,0.0,9.0,0.0,0.0,18.0
75,Youri Tielemans,Leicester,13.210526315789474,13.567567567567568,38,37,19.0,4.0,50.0,12.0,0.0,8.0,18.0,0.0,,5.0,,,,,,,,,,3.0,10.0,8.0,18.0,19.0,,17.0,2.0,0.0,9.0,0.0,8.0,2.0,8.0,22.0,2.0,8.0,2.0,25.0,6.0,43.0,25.0,0.0,33.0,10.0,1.0,44.0,1.0,23.0,37.0
76,John McGinn,Aston Villa,13.131578947368421,17.821428571428573,38,28,15.0,21.0,8.0,7.0,15.0,1.0,2.0,23.0,6.0,26.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,30.0,26.0,6.0,26.0,69.0,10.0,36.0,55.0,31.0,0.0,4.0,43.0,24.0
77,Gylfi Sigurdsson,Everton,12.736842105263158,13.82857142857143,38,35,7.0,2.0,8.0,18.0,9.0,0.0,25.0,8.0,,0.0,,,,,,,,,,0.0,48.0,11.0,21.0,0.0,,0.0,0.0,0.0,0.0,16.0,9.0,11.0,0.0,0.0,0.0,18.0,44.0,39.0,2.0,7.0,14.0,13.0,31.0,17.0,21.0,34.0,4.0,10.0,37.0
78,Ashley Barnes,Burnley,12.473684210526315,24.94736842105263,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,6.0,0.0,8.0,28.0,0.0,0.0,20.0,46.0,37.0,18.0,37.0,0.0,12.0,6.0,54.0,1.0,5.0,23.0,81.0,89.0
79,Lewis Dunk,Brighton,12.342105263157896,13.027777777777779,38,36,0.0,19.0,0.0,4.0,7.0,0.0,0.0,34.0,,33.0,,,,,,,,,,0.0,81.0,6.0,6.0,1.0,,42.0,22.0,40.0,9.0,6.0,0.0,5.0,21.0,6.0,9.0,18.0,0.0,39.0,4.0,7.0,2.0,0.0,0.0,36.0,2.0,2.0,2.0,4.0,2.0
80,Virgil van Dijk,Liverpool,12.289473684210526,12.289473684210526,38,38,36.0,7.0,28.0,0.0,2.0,0.0,0.0,22.0,,17.0,,,,,,,,,,21.0,1.0,44.0,21.0,17.0,0.0,2.0,21.0,33.0,0.0,0.0,0.0,,0.0,0.0,0.0,36.0,56.0,2.0,4.0,17.0,0.0,4.0,2.0,0.0,29.0,2.0,20.0,2.0,21.0
81,Phil Foden,Man City,12.263157894736842,20.26086956521739,38,23,37.0,91.0,45.0,0.0,47.0,4.0,56.0,0.0,46.0,19.0,,,,,,,,,,8.0,,0.0,0.0,0.0,,0.0,0.0,5.0,21.0,9.0,0.0,0.0,22.0,0.0,2.0,2.0,10.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,John Lundstram,Sheffield Utd,11.81578947368421,13.205882352941176,38,34,34.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,,,,,,,,,,42.0,,2.0,21.0,1.0,,0.0,6.0,24.0,6.0,0.0,1.0,8.0,24.0,1.0,10.0,0.0,42.0,13.0,77.0,22.0,2.0,6.0,38.0,0.0,0.0,4.0,18.0,22.0,3.0
83,Onel Hernandez,Norwich,11.710526315789474,17.115384615384617,38,26,23.0,11.0,6.0,29.0,21.0,48.0,1.0,34.0,,10.0,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,,2.0,0.0,10.0,0.0,13.0,17.0,0.0,2.0,9.0,22.0,8.0,58.0,24.0,6.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
84,Ryan Fraser,Bournemouth,11.578947368421053,15.714285714285714,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,40.0,0.0,0.0,31.0,32.0,,3.0,2.0,6.0,19.0,0.0,38.0,2.0,37.0,2.0,4.0,2.0,20.0,40.0,40.0,29.0,8.0,18.0,0.0,0.0,7.0,20.0,0.0,35.0,5.0
85,Cesar Azpilicueta,Chelsea,11.526315789473685,12.166666666666666,38,36,18.0,4.0,12.0,10.0,4.0,4.0,4.0,8.0,,10.0,,,,,,,,,,7.0,24.0,0.0,67.0,2.0,,33.0,29.0,6.0,41.0,10.0,19.0,6.0,26.0,25.0,6.0,0.0,2.0,0.0,8.0,4.0,4.0,0.0,4.0,6.0,4.0,4.0,19.0,6.0,2.0
86,Stuart Armstrong,Southampton,11.342105263157896,14.366666666666667,38,30,0.0,14.0,2.0,42.0,9.0,16.0,4.0,37.0,,43.0,,,,,,,,,,0.0,19.0,45.0,31.0,0.0,,50.0,9.0,25.0,26.0,2.0,8.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,17.0,0.0,0.0
87,Dwight McNeil,Burnley,11.31578947368421,11.31578947368421,38,38,3.0,30.0,8.0,20.0,2.0,6.0,48.0,3.0,,1.0,,,,,,,,,,29.0,0.0,17.0,2.0,17.0,,1.0,12.0,10.0,1.0,6.0,0.0,0.0,7.0,0.0,25.0,36.0,0.0,7.0,0.0,29.0,26.0,4.0,8.0,6.0,4.0,13.0,20.0,29.0,0.0
88,Moise Kean,Everton,11.289473684210526,14.793103448275861,38,29,89.0,0.0,1.0,2.0,2.0,17.0,0.0,0.0,,0.0,,,,,,,,,,0.0,19.0,1.0,0.0,4.0,,43.0,4.0,0.0,6.0,93.0,2.0,0.0,2.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80.0,4.0,20.0,8.0,5.0,0.0
89,Georginio Wijnaldum,Liverpool,11.131578947368421,11.432432432432432,38,37,2.0,38.0,20.0,22.0,9.0,4.0,0.0,29.0,,0.0,,,,,,,,,,2.0,0.0,27.0,6.0,19.0,12.0,0.0,2.0,25.0,6.0,24.0,4.0,,0.0,0.0,21.0,6.0,17.0,8.0,13.0,19.0,7.0,17.0,17.0,7.0,13.0,9.0,12.0,4.0,2.0
90,Yerry Mina,Everton,11.105263157894736,14.551724137931034,38,29,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,20.0,8.0,56.0,,11.0,24.0,0.0,4.0,7.0,26.0,22.0,0.0,0.0,2.0,0.0,4.0,34.0,4.0,0.0,34.0,4.0,71.0,4.0,2.0,44.0,24.0,0.0,0.0
91,James McArthur,Crystal Palace,11.078947368421053,11.378378378378379,38,37,20.0,2.0,14.0,2.0,12.0,4.0,21.0,1.0,,4.0,,,,,,,,,,2.0,0.0,2.0,12.0,30.0,,4.0,0.0,0.0,36.0,2.0,12.0,73.0,3.0,24.0,12.0,22.0,4.0,2.0,5.0,19.0,4.0,1.0,42.0,4.0,0.0,22.0,4.0,0.0,0.0
92,Marcos Alonso,Chelsea,11.052631578947368,23.333333333333332,38,18,38.0,2.0,55.0,6.0,0.0,0.0,45.0,0.0,,44.0,,,,,,,,,,3.0,99.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,8.0,15.0,3.0,24.0,0.0,2.0,0.0,0.0
93,Trent Alexander-Arnold,Liverpool,11.052631578947368,11.052631578947368,38,38,0.0,7.0,13.0,9.0,0.0,0.0,8.0,9.0,,21.0,,,,,,,,,,12.0,3.0,31.0,7.0,8.0,2.0,8.0,2.0,6.0,24.0,12.0,24.0,,0.0,32.0,0.0,4.0,2.0,2.0,29.0,17.0,4.0,8.0,1.0,7.0,36.0,0.0,56.0,4.0,12.0
94,John Fleck,Sheffield Utd,11.026315789473685,13.966666666666667,38,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,,,6.0,,30.0,22.0,8.0,,0.0,37.0,19.0,2.0,0.0,36.0,0.0,36.0,0.0,20.0,17.0,37.0,7.0,19.0,2.0,10.0,17.0,24.0,2.0,63.0,0.0,0.0,1.0,0.0
95,James Tarkowski,Burnley,10.789473684210526,10.789473684210526,38,38,6.0,6.0,6.0,36.0,0.0,52.0,2.0,6.0,,2.0,,,,,,,,,,4.0,2.0,2.0,2.0,10.0,,2.0,2.0,0.0,28.0,6.0,0.0,6.0,7.0,4.0,4.0,11.0,90.0,4.0,0.0,4.0,0.0,6.0,7.0,0.0,2.0,8.0,21.0,26.0,36.0
96,Alex Oxlade-Chamberlain,Liverpool,10.68421052631579,13.533333333333333,38,30,1.0,17.0,19.0,0.0,30.0,0.0,22.0,6.0,,2.0,,,,,,,,,,17.0,10.0,3.0,7.0,16.0,18.0,0.0,15.0,5.0,0.0,0.0,0.0,,0.0,37.0,0.0,46.0,12.0,0.0,72.0,0.0,9.0,0.0,0.0,0.0,23.0,7.0,0.0,12.0,0.0
97,Craig Dawson,Watford,10.605263157894736,13.89655172413793,38,29,28.0,2.0,23.0,66.0,43.0,9.0,22.0,38.0,,21.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,18.0,0.0,17.0,2.0,0.0,0.0,40.0,20.0,7.0,37.0
98,Emiliano Buendia,Norwich,10.552631578947368,11.13888888888889,38,36,0.0,0.0,0.0,19.0,25.0,18.0,8.0,4.0,,2.0,,,,,,,,,,9.0,16.0,0.0,0.0,0.0,,0.0,47.0,5.0,24.0,2.0,11.0,1.0,1.0,12.0,4.0,2.0,0.0,4.0,9.0,8.0,2.0,52.0,39.0,29.0,5.0,2.0,9.0,8.0,24.0
99,Andrew Robertson,Liverpool,10.236842105263158,10.805555555555555,38,36,4.0,2.0,41.0,23.0,4.0,6.0,0.0,5.0,,0.0,,,,,,,,,,0.0,25.0,9.0,24.0,2.0,8.0,0.0,4.0,10.0,14.0,2.0,4.0,,4.0,2.0,0.0,13.0,0.0,0.0,35.0,16.0,2.0,21.0,3.0,2.0,37.0,2.0,37.0,21.0,7.0
100,Pablo Fornals,West Ham,10.026315789473685,10.583333333333334,38,36,4.0,2.0,2.0,3.0,3.0,10.0,0.0,4.0,,22.0,,,,,,,,,,29.0,20.0,17.0,0.0,0.0,4.0,0.0,17.0,0.0,39.0,17.0,0.0,,37.0,14.0,21.0,2.0,2.0,0.0,0.0,2.0,22.0,0.0,52.0,2.0,14.0,0.0,17.0,3.0,0.0
101,Douglas Luiz Soares de Paulo,Aston Villa,9.921052631578947,10.472222222222221,38,36,0.0,0.0,1.0,8.0,12.0,17.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,,2.0,30.0,2.0,,33.0,7.0,2.0,41.0,12.0,5.0,20.0,0.0,21.0,53.0,2.0,41.0,15.0,0.0,20.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0
102,Ilkay Gundogan,Man City,9.842105263157896,12.064516129032258,38,31,1.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,21.0,,,,,,,,,,0.0,,44.0,0.0,29.0,,0.0,5.0,0.0,7.0,0.0,0.0,20.0,1.0,34.0,0.0,8.0,0.0,15.0,59.0,37.0,19.0,3.0,34.0,0.0,0.0,3.0,2.0,16.0,0.0
103,Ross Barkley,Chelsea,9.81578947368421,17.761904761904763,38,21,0.0,0.0,8.0,15.0,9.0,20.0,15.0,40.0,,4.0,,,,,,,,,,29.0,10.0,18.0,0.0,2.0,,26.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,51.0,0.0,2.0,29.0,51.0,0.0,18.0
104,Harry Maguire,Man Utd,9.763157894736842,9.763157894736842,38,38,0.0,2.0,14.0,2.0,0.0,4.0,4.0,4.0,,6.0,,,,,,,,,,4.0,0.0,10.0,21.0,10.0,,2.0,2.0,0.0,33.0,2.0,25.0,17.0,40.0,0.0,0.0,2.0,6.0,14.0,4.0,24.0,0.0,31.0,15.0,21.0,21.0,0.0,19.0,4.0,8.0
105,Pierre-Emile Højbjerg,Southampton,9.68421052631579,11.151515151515152,38,33,0.0,20.0,41.0,0.0,2.0,0.0,0.0,4.0,,0.0,,,,,,,,,,0.0,38.0,11.0,18.0,31.0,,7.0,0.0,9.0,4.0,9.0,0.0,20.0,11.0,3.0,10.0,1.0,13.0,0.0,0.0,0.0,6.0,1.0,21.0,59.0,2.0,2.0,0.0,25.0,0.0
106,Ben Mee,Burnley,9.526315789473685,11.3125,38,32,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,,0.0,,,,,,,,,,38.0,9.0,0.0,0.0,29.0,,4.0,39.0,65.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,38.0,2.0,38.0,2.0,2.0,19.0,6.0,7.0,0.0,0.0,0.0,4.0,31.0,2.0
107,Bruno Miguel Borges Fernandes,Man Utd,9.5,25.785714285714285,38,14,25.0,5.0,36.0,4.0,25.0,30.0,26.0,23.0,,45.0,,,,,,,,,,20.0,57.0,31.0,4.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
108,Felipe Anderson Pereira Gomes,West Ham,9.342105263157896,14.2,38,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,2.0,0.0,,0.0,16.0,4.0,4.0,2.0,2.0,32.0,22.0,0.0,23.0,60.0,21.0,18.0,36.0,63.0,0.0,0.0
109,Danny Welbeck,Watford,9.210526315789474,19.444444444444443,38,18,91.0,2.0,42.0,54.0,54.0,21.0,4.0,4.0,,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0
110,Roberto Pereyra,Watford,9.210526315789474,12.5,38,28,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,23.0,,,,,,,,,,23.0,0.0,4.0,6.0,17.0,,22.0,2.0,17.0,0.0,0.0,6.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,19.0,15.0,20.0,12.0,8.0,6.0,29.0,11.0,0.0,28.0,30.0
111,Pedro Rodriguez Ledesma,Chelsea,9.18421052631579,31.727272727272727,38,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,0.0,,,,,,,,,,71.0,49.0,0.0,42.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,6.0,23.0
112,Dwight Gayle,Newcastle,9.157894736842104,17.4,38,20,17.0,59.0,22.0,44.0,0.0,15.0,21.0,17.0,,0.0,,,,,,,,,,89.0,47.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
113,Billy Sharp,Sheffield Utd,9.157894736842104,13.92,38,25,43.0,2.0,35.0,0.0,8.0,4.0,0.0,0.0,28.0,8.0,,,,,,,,,,31.0,,14.0,59.0,18.0,,12.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,35.0
114,Jonjo Shelvey,Newcastle,9.052631578947368,13.23076923076923,38,26,0.0,32.0,32.0,1.0,2.0,27.0,13.0,9.0,,13.0,,,,,,,,,,0.0,34.0,0.0,0.0,0.0,,0.0,7.0,0.0,2.0,7.0,0.0,10.0,0.0,33.0,24.0,9.0,7.0,17.0,8.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,21.0,26.0
115,Andreas Pereira,Man Utd,9.026315789473685,13.72,38,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,24.0,,26.0,20.0,17.0,6.0,10.0,11.0,0.0,0.0,20.0,0.0,3.0,0.0,35.0,21.0,6.0,17.0,17.0,48.0,16.0,19.0,23.0,0.0,0.0,4.0
116,Philip Billing,Bournemouth,9.0,10.058823529411764,38,34,6.0,4.0,10.0,20.0,0.0,0.0,1.0,10.0,,0.0,,,,,,,,,,2.0,23.0,18.0,4.0,30.0,,39.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,19.0,0.0,0.0,23.0,2.0,11.0,14.0,3.0,35.0,3.0,38.0,3.0,2.0,1.0,10.0
117,Gary Cahill,Crystal Palace,9.0,13.68,38,25,0.0,0.0,0.0,0.0,0.0,19.0,42.0,0.0,,8.0,,,,,,,,,,10.0,41.0,28.0,6.0,26.0,,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,36.0,22.0,7.0,17.0,24.0,18.0,0.0,0.0
118,Jarrod Bowen,West Ham,9.0,26.307692307692307,38,13,2.0,45.0,20.0,15.0,76.0,49.0,4.0,11.0,,4.0,,,,,,,,,,34.0,63.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Enda Stevens,Sheffield Utd,8.894736842105264,8.894736842105264,38,38,20.0,21.0,0.0,8.0,12.0,8.0,2.0,2.0,4.0,6.0,,,,,,,,,,2.0,,21.0,8.0,23.0,,4.0,12.0,2.0,0.0,0.0,9.0,0.0,14.0,21.0,25.0,8.0,0.0,6.0,20.0,24.0,6.0,1.0,0.0,2.0,22.0,3.0,0.0,20.0,2.0
120,Erik Lamela,Spurs,8.868421052631579,13.48,38,25,0.0,0.0,21.0,0.0,23.0,0.0,4.0,4.0,,0.0,,,,,,,,,,13.0,0.0,10.0,0.0,0.0,,25.0,94.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,3.0,19.0,9.0,20.0,9.0,39.0
121,Andriy Yarmolenko,West Ham,8.657894736842104,14.304347826086957,38,23,12.0,0.0,0.0,2.0,41.0,7.0,19.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,18.0,2.0,0.0,32.0,0.0,36.0,11.0,2.0,27.0,47.0,21.0,35.0,13.0,0.0,0.0
122,Alex Iwobi,Everton,8.657894736842104,13.16,38,25,0.0,0.0,7.0,2.0,17.0,0.0,0.0,8.0,,2.0,,,,,,,,,,0.0,0.0,10.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,3.0,0.0,3.0,27.0,2.0,27.0,28.0,58.0,6.0,2.0,58.0,21.0,21.0,0.0,0.0
123,Nathan Ake,Bournemouth,8.578947368421053,11.241379310344827,38,29,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,23.0,,,,,,,,,,19.0,20.0,0.0,15.0,17.0,,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,21.0,0.0,0.0,0.0,6.0,0.0,26.0,17.0,6.0,2.0,23.0,18.0,22.0
124,Jonny Evans,Leicester,8.552631578947368,8.552631578947368,38,38,0.0,0.0,4.0,0.0,0.0,2.0,21.0,0.0,,2.0,,,,,,,,,,29.0,17.0,0.0,6.0,4.0,,4.0,10.0,33.0,24.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,2.0,2.0,43.0,9.0,6.0,2.0,2.0,0.0,6.0,2.0,18.0,0.0,11.0
125,Callum Hudson-Odoi,Chelsea,8.552631578947368,14.772727272727273,38,22,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,12.0,,17.0,11.0,43.0,46.0,8.0,29.0,0.0,4.0,22.0,28.0,4.0,0.0,1.0,0.0,11.0,42.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Pascal Groß,Brighton,8.5,11.137931034482758,38,29,0.0,12.0,0.0,2.0,4.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,2.0,20.0,,9.0,0.0,4.0,0.0,0.0,15.0,0.0,11.0,17.0,12.0,21.0,0.0,21.0,12.0,9.0,40.0,30.0,19.0,15.0,17.0,0.0,0.0,27.0,4.0
127,Robert Snodgrass,West Ham,8.421052631578947,13.333333333333334,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,4.0,2.0,27.0,9.0,18.0,33.0,0.0,6.0,5.0,49.0,,4.0,24.0,17.0,2.0,3.0,8.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0
128,Nicolas Otamendi,Man City,8.394736842105264,13.291666666666666,38,24,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,0.0,2.0,0.0,,23.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,51.0,56.0,2.0,40.0,55.0,0.0
129,Conor Hourihane,Aston Villa,8.342105263157896,11.74074074074074,38,27,2.0,0.0,17.0,22.0,22.0,0.0,18.0,8.0,18.0,19.0,,,,,,,,,,5.0,,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,17.0,5.0,0.0,0.0,0.0,4.0,22.0,0.0,12.0,0.0,35.0,13.0,45.0,18.0,0.0,0.0,0.0,0.0,0.0
130,Jack Cork,Burnley,8.18421052631579,10.366666666666667,38,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,35.0,0.0,15.0,0.0,2.0,,18.0,0.0,36.0,48.0,0.0,7.0,0.0,19.0,2.0,2.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,51.0,21.0,4.0,0.0,2.0,28.0,0.0
131,Scott McTominay,Man Utd,8.157894736842104,11.481481481481481,38,27,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,33.0,24.0,0.0,4.0,0.0,0.0,37.0,25.0,25.0,7.0,22.0,24.0,25.0,0.0,1.0,43.0,12.0,2.0
132,Ruben Diogo da Silva Neves,Wolves,8.078947368421053,8.078947368421053,38,38,19.0,0.0,11.0,9.0,20.0,16.0,0.0,3.0,,0.0,,,,,,,,,,10.0,0.0,22.0,8.0,1.0,,0.0,0.0,3.0,17.0,8.0,15.0,1.0,16.0,1.0,0.0,16.0,19.0,15.0,17.0,3.0,0.0,0.0,0.0,1.0,9.0,8.0,32.0,7.0,0.0
133,Jonathan Castro Otto,Wolves,7.868421052631579,8.542857142857143,38,35,0.0,21.0,0.0,0.0,4.0,4.0,2.0,4.0,,2.0,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,,6.0,4.0,2.0,8.0,2.0,28.0,2.0,30.0,2.0,23.0,12.0,5.0,4.0,37.0,25.0,2.0,0.0,7.0,12.0,7.0,0.0,9.0,23.0,0.0
134,Romain Saiss,Wolves,7.842105263157895,9.030303030303031,38,33,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,,9.0,,,,,,,,,,0.0,8.0,4.0,12.0,44.0,,0.0,0.0,0.0,0.0,5.0,8.0,33.0,37.0,19.0,10.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,66.0,0.0,0.0,0.0
135,Jesse Lingard,Man Utd,7.815789473684211,13.5,38,22,19.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,47.0,0.0,0.0,8.0,2.0,2.0,21.0,8.0,53.0,32.0,17.0,12.0,18.0,2.0,1.0,0.0,0.0,2.0,18.0,0.0,13.0,0.0,2.0,2.0
136,Tomas Soucek,West Ham,7.7105263157894735,22.53846153846154,38,13,2.0,4.0,23.0,32.0,62.0,40.0,73.0,0.0,,12.0,,,,,,,,,,0.0,0.0,4.0,2.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,Lucas Digne,Everton,7.7105263157894735,8.371428571428572,38,35,2.0,2.0,20.0,6.0,19.0,0.0,10.0,5.0,,0.0,,,,,,,,,,0.0,0.0,0.0,9.0,20.0,,17.0,4.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,11.0,6.0,8.0,2.0,3.0,2.0,3.0,25.0,14.0,12.0,12.0,28.0,22.0
138,Aaron Mooy,Brighton,7.657894736842105,9.387096774193548,38,31,1.0,2.0,4.0,0.0,0.0,2.0,0.0,8.0,,19.0,,,,,,,,,,4.0,17.0,0.0,18.0,32.0,,28.0,7.0,0.0,2.0,38.0,11.0,23.0,7.0,8.0,39.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
