,Name,Team,xA per fixture,xA per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
68,Mateo Kovacic,Chelsea,12.065789473684214,14.790322580645165,38,31,4.6,3.4,11.1,0.0,0.0,0.0,19.8,1.2,,26.6,,,,,,,,,,0.0,21.8,18.8,25.2,1.6,,16.3,0.0,0.0,11.3,4.8,0.0,15.3,5.8,32.4,45.8,18.5,22.8,16.6,24.4,16.3,3.0,0.6,21.2,4.3,4.3,4.8,26.5,0.4,29.0
69,Danny Ings,Southampton,12.060526315789478,12.060526315789478,38,38,14.3,11.7,18.6,3.9,40.6,12.0,33.0,3.5,,51.8,,,,,,,,,,1.0,0.8,11.8,7.3,31.4,,0.0,1.9,11.4,1.3,2.5,0.2,17.0,11.7,3.3,21.8,26.6,11.3,0.6,1.7,1.8,10.9,10.8,12.6,10.3,0.7,14.8,31.6,0.8,11.0
70,Diogo Jota,Wolves,11.928947368421055,13.332352941176472,38,34,6.4,1.6,15.0,11.7,4.3,15.2,3.9,12.2,,23.5,,,,,,,,,,14.8,15.5,23.3,1.4,33.0,,0.3,0.0,0.0,11.8,0.9,14.5,5.7,25.7,5.8,18.5,10.0,41.6,8.0,48.3,5.5,11.2,0.0,0.0,18.0,4.8,0.8,14.5,13.3,12.3
71,Miguel Almiron,Newcastle,11.84736842105263,12.505555555555553,38,36,0.7,16.8,35.0,15.3,0.0,5.5,16.9,35.6,,35.8,,,,,,,,,,12.8,53.1,1.6,13.5,12.4,,2.3,6.3,4.6,1.5,1.8,10.3,7.9,0.0,17.2,1.8,12.9,22.5,25.7,2.7,26.8,3.3,0.9,13.1,0.5,1.3,14.0,1.4,2.9,13.5
72,Gabriel Fernando de Jesus,Man City,11.781578947368422,13.16764705882353,38,34,39.8,13.6,5.0,34.3,48.2,15.0,0.4,2.1,33.7,14.5,,,,,,,,,,1.2,,4.6,26.7,1.9,,11.2,16.3,20.8,24.7,10.4,0.0,2.1,12.9,3.9,1.5,12.6,1.3,0.7,12.8,23.6,24.5,2.3,6.7,0.0,12.8,0.0,0.0,0.8,4.8
73,Ricardo Domingos Barbosa Pereira,Leicester,11.749999999999998,15.94642857142857,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,32.3,18.7,25.8,19.7,2.5,,35.1,28.3,1.8,9.8,0.0,1.6,0.7,9.5,28.6,15.9,29.7,5.1,16.8,2.2,7.4,67.7,3.3,18.4,12.3,2.9,13.7,3.3,7.2,26.2
74,Jordan Ayew,Crystal Palace,11.726315789473686,12.043243243243245,38,37,36.9,16.7,13.3,12.3,7.6,1.3,16.8,12.9,,13.8,,,,,,,,,,2.9,12.1,0.9,4.3,23.0,,13.2,2.2,12.9,19.8,2.6,38.8,46.8,15.2,4.4,2.1,3.1,13.3,3.9,3.4,12.5,2.7,2.1,26.6,1.8,13.6,14.9,2.1,0.0,12.8
75,Ruben Diogo da Silva Neves,Wolves,11.721052631578948,11.721052631578948,38,38,10.9,22.8,19.0,37.4,5.3,14.4,17.8,3.1,,7.3,,,,,,,,,,12.8,21.8,0.8,6.0,5.3,,16.7,0.6,3.8,3.1,0.8,46.3,14.7,25.6,26.7,3.5,6.8,12.5,32.5,13.1,5.0,0.7,0.7,0.4,0.9,2.3,5.5,26.3,1.4,10.8
76,Ayoze Perez,Leicester,11.681578947368422,13.451515151515153,38,33,1.5,2.7,3.8,37.5,19.4,26.7,0.5,0.5,,0.0,,,,,,,,,,0.0,12.8,0.5,17.1,22.8,,18.7,19.3,5.0,55.4,27.4,0.4,11.7,0.0,0.0,14.2,4.2,21.6,7.3,5.8,15.6,5.9,10.3,21.7,12.4,2.8,0.0,24.7,10.1,3.6
77,Aaron Wan-Bissaka,Man Utd,11.66578947368421,12.665714285714285,38,35,8.8,12.2,5.7,2.4,3.2,3.6,27.7,19.8,,21.8,,,,,,,,,,10.9,15.9,1.3,15.0,32.8,,53.2,22.6,8.3,6.3,0.0,22.9,1.6,3.8,10.9,2.6,16.7,5.2,12.2,2.8,4.2,12.7,0.0,0.0,2.4,12.4,13.2,21.1,11.0,16.1
78,Aaron Cresswell,West Ham,11.60526315789474,14.225806451612907,38,31,0.0,2.4,1.3,40.2,18.8,30.2,1.3,44.4,,5.9,,,,,,,,,,18.5,18.9,1.5,11.4,16.8,4.3,19.5,59.3,24.1,23.1,0.0,26.7,,3.3,2.5,3.6,16.1,12.9,13.5,7.8,3.8,0.0,1.3,3.9,2.2,0.0,0.0,0.0,0.0,1.5
79,Daniel Ceballos Fernandez,Arsenal,11.576315789473682,18.329166666666662,38,24,27.4,18.3,0.3,27.5,30.7,16.6,20.6,11.7,38.0,1.2,,,,,,,,,,17.9,,5.3,41.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,17.4,5.0,41.3,2.2,15.8,7.8,22.7,1.4,48.3,2.9
80,Anthony Martial,Man Utd,11.560526315789476,13.728125000000002,38,32,2.3,26.3,35.7,22.7,14.4,4.0,3.7,15.8,,11.6,,,,,,,,,,1.7,2.4,13.1,2.9,16.1,,34.6,6.1,3.6,25.1,7.5,14.3,41.1,13.5,12.3,0.0,2.8,6.0,44.0,3.9,16.8,0.3,0.0,0.0,0.0,0.0,0.0,13.1,3.3,18.3
81,Davy Propper,Brighton,11.423684210526316,12.402857142857144,38,35,0.8,11.3,1.3,2.1,21.9,2.6,0.7,1.1,,12.8,,,,,,,,,,3.8,43.6,10.8,17.3,31.8,,25.0,4.4,11.3,3.2,12.7,0.0,13.0,15.7,5.3,3.2,4.8,4.3,2.6,29.0,16.9,29.6,0.0,0.0,44.8,12.9,1.4,2.7,13.1,16.3
82,Joelinton Cassio Apolinario de Lira,Newcastle,11.405263157894737,11.405263157894737,38,38,0.6,11.3,10.8,1.7,1.7,14.8,15.3,14.1,,12.5,,,,,,,,,,1.7,2.5,14.7,15.8,2.8,,2.9,5.0,5.6,1.7,25.0,38.8,4.3,28.4,2.9,0.6,11.8,25.7,12.8,14.2,13.2,5.2,12.3,1.3,23.8,24.4,14.1,24.3,12.3,2.5
83,Matt Targett,Aston Villa,11.392105263157895,15.460714285714285,38,28,0.9,0.9,25.3,1.0,0.0,0.0,0.0,3.8,1.8,12.3,,,,,,,,,,10.8,,3.3,26.8,21.9,,27.7,17.2,0.0,0.0,4.6,16.4,27.9,15.4,43.8,6.3,21.7,13.3,1.0,14.6,19.0,44.7,33.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0
84,Andreas Pereira,Man Utd,11.371052631578948,17.284000000000002,38,25,0.0,0.0,0.0,0.0,0.0,0.0,11.2,2.2,,0.0,,,,,,,,,,0.0,0.0,0.0,0.8,6.3,,13.8,12.2,38.5,12.8,47.7,27.1,0.0,0.0,14.5,0.4,34.1,3.3,36.1,11.7,45.5,31.9,5.0,22.3,17.8,13.3,3.2,0.0,0.3,20.1
85,Reece James,Chelsea,11.284210526315789,17.866666666666667,38,24,18.1,42.3,1.1,47.4,18.3,20.3,0.0,0.0,,0.5,,,,,,,,,,0.3,59.3,27.9,16.7,1.5,,0.0,36.1,46.9,16.2,0.0,0.0,1.7,0.0,21.2,32.8,10.8,4.6,3.5,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Daniel James,Man Utd,11.265789473684206,12.972727272727269,38,33,0.0,0.0,0.0,0.0,0.3,15.3,1.6,3.1,,5.9,,,,,,,,,,1.6,0.0,17.9,11.3,11.8,,5.9,2.8,1.7,1.8,16.5,0.0,11.3,40.8,42.6,6.3,27.6,17.7,23.0,37.5,28.4,26.2,3.7,3.4,16.5,1.4,33.0,4.3,6.4,0.5
87,Christian Pulisic,Chelsea,11.210526315789474,17.040000000000003,38,25,13.7,11.3,19.2,15.3,37.5,27.4,16.2,2.0,,11.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13.2,0.0,1.3,0.0,2.0,12.1,24.6,29.3,16.6,38.1,10.3,40.8,14.3,13.5,0.0,0.0,0.0,4.1,36.4,3.5,11.8
88,Jordan Henderson,Liverpool,11.207894736842107,14.196666666666667,38,30,0.0,0.0,0.0,0.0,2.3,2.0,3.1,9.5,,6.6,,,,,,,,,,0.0,0.0,0.0,14.7,21.7,27.1,25.2,15.8,20.1,53.9,14.0,8.5,,12.7,30.9,16.7,3.0,18.2,16.2,32.5,17.7,7.6,1.6,8.7,2.6,0.0,16.8,6.7,3.3,6.2
89,N'Golo Kante,Chelsea,11.171052631578945,19.295454545454543,38,22,0.0,0.0,0.0,0.0,0.0,5.1,16.9,0.9,,32.3,,,,,,,,,,0.0,0.0,0.0,0.1,12.3,,13.7,16.3,0.0,48.3,3.8,23.1,18.1,16.8,43.9,57.3,23.8,30.2,36.5,0.0,0.0,0.0,2.3,0.0,3.5,0.0,0.0,0.0,18.4,0.9
90,Kenny McLean,Norwich,11.155263157894737,11.456756756756755,38,37,10.5,16.7,10.4,0.3,1.1,23.9,2.5,4.3,,12.7,,,,,,,,,,6.7,4.6,14.1,5.1,15.5,,1.3,15.1,4.1,18.9,1.7,26.8,3.4,5.7,22.2,7.0,18.2,73.9,26.4,3.3,3.6,12.9,13.9,2.0,3.0,1.1,28.8,1.6,0.0,0.6
91,Allan Saint-Maximin,Newcastle,11.142105263157895,16.284615384615385,38,26,0.8,1.8,38.5,15.7,0.0,12.1,33.4,12.5,,16.3,,,,,,,,,,25.3,0.5,30.9,33.1,12.8,,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,13.3,11.5,1.8,2.0,31.2,15.2,15.7,39.4,22.0,0.0,10.2,0.0,0.0,1.0,0.0,1.2
92,Jorge Luiz Frello Filho,Chelsea,11.115789473684211,13.625806451612904,38,31,4.6,13.3,7.2,5.9,1.1,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,21.9,27.2,13.8,1.3,,29.9,23.4,2.3,1.8,3.7,22.4,14.5,14.0,0.0,0.0,2.6,3.2,0.0,36.3,3.9,20.2,3.6,42.4,17.8,38.8,22.4,13.6,5.0,4.3
93,Paul Pogba,Man Utd,11.05263157894737,26.250000000000004,38,16,13.6,7.6,4.3,15.8,44.8,38.4,25.3,52.9,,1.7,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,29.3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,47.5,27.6,17.3,47.8
94,Jamie Vardy,Leicester,11.010526315789477,11.954285714285717,38,35,0.8,3.3,54.9,22.2,29.2,1.0,24.4,31.7,,22.0,,,,,,,,,,0.3,0.0,3.4,2.3,16.7,,5.3,1.3,20.8,0.0,0.0,1.6,15.5,5.3,21.7,3.3,16.7,12.8,21.8,0.9,3.0,16.5,1.8,12.8,11.2,11.3,13.6,1.8,2.3,4.9
95,Felipe Anderson Pereira Gomes,West Ham,10.913157894736841,16.588,38,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,,2.3,,,,,,,,,,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,29.4,2.9,38.9,3.4,,0.0,15.1,38.7,6.6,1.1,9.6,53.8,8.3,4.3,16.4,27.8,27.0,33.9,37.3,40.3,0.0,1.6
96,Marcos Alonso,Chelsea,10.878947368421054,22.96666666666667,38,18,14.1,13.8,52.4,7.8,0.0,0.0,69.3,5.3,,20.6,,,,,,,,,,4.7,51.2,25.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,17.9,17.3,27.3,43.3,17.6,0.0,0.0,0.0,0.0
97,Will Hughes,Watford,10.871052631578944,13.769999999999998,38,30,24.8,0.4,28.4,40.3,30.0,16.3,3.0,15.5,,32.0,,,,,,,,,,4.6,11.2,29.2,18.3,0.0,,0.0,0.0,0.0,0.0,6.1,2.0,17.0,2.8,0.0,5.2,3.1,3.9,34.8,10.7,2.5,0.0,0.0,0.0,0.4,12.9,13.7,33.9,6.8,3.3
98,Joshua King,Bournemouth,10.860526315789473,15.873076923076923,38,26,27.7,12.3,2.1,0.0,23.8,21.9,11.8,0.0,,4.3,,,,,,,,,,0.0,17.2,43.4,0.0,0.0,,0.0,0.0,0.0,0.0,12.8,4.6,4.8,10.9,0.0,0.0,0.0,0.0,19.9,21.1,25.6,20.8,13.0,17.0,3.2,42.9,22.5,13.2,3.5,12.4
99,Benjamin Mendy,Man City,10.610526315789475,21.22105263157895,38,19,0.0,0.0,13.9,17.4,0.0,0.0,19.9,25.1,0.0,9.9,,,,,,,,,,2.2,,8.4,11.8,0.0,,0.0,75.8,34.3,37.7,0.0,11.0,55.3,20.8,0.0,0.0,28.3,6.5,0.0,0.0,7.8,12.8,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
100,Kyle Walker,Man City,10.378947368421057,13.600000000000005,38,29,30.8,21.7,2.8,25.6,6.4,0.0,1.9,10.0,0.0,29.8,,,,,,,,,,0.0,,5.1,21.1,19.4,,4.3,0.0,0.0,0.0,7.1,15.7,14.8,3.1,16.8,9.3,23.2,0.0,2.3,28.1,0.0,0.0,3.1,18.8,2.8,8.5,3.8,4.3,30.5,23.3
101,Ismaila Sarr,Watford,10.313157894736847,13.996428571428577,38,28,57.2,0.5,22.5,11.9,16.6,0.4,14.4,5.3,,6.8,,,,,,,,,,16.6,12.8,0.3,0.0,0.0,,0.0,56.3,24.3,26.0,17.4,5.2,0.6,17.8,28.3,16.6,1.8,0.8,0.0,0.0,0.0,0.0,0.5,13.3,0.7,15.8,0.0,1.2,0.0,0.0
102,Callum Wilson,Bournemouth,10.292105263157897,11.174285714285716,38,35,11.8,5.2,11.8,11.4,3.1,0.0,0.0,0.8,,3.7,,,,,,,,,,4.7,2.4,1.6,27.7,11.5,,24.3,3.4,8.6,25.0,0.0,11.2,5.3,0.0,0.6,11.3,13.4,13.4,2.5,22.3,4.4,14.6,22.7,12.3,0.8,1.0,23.4,20.5,52.1,2.3
103,Harry Kane,Spurs,10.289473684210527,13.482758620689657,38,29,0.9,18.0,14.1,41.2,2.2,13.6,2.5,5.3,,2.1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30.5,24.4,17.8,16.5,12.1,30.0,5.9,24.8,12.5,11.5,0.0,10.8,2.8,28.8,1.3,2.9,18.0,11.8,2.8,1.8,24.1
104,Maximillian Aarons,Norwich,10.136842105263158,10.7,38,36,0.9,0.8,0.5,16.1,13.8,13.9,1.7,5.6,,1.8,,,,,,,,,,16.3,15.2,5.4,1.2,28.2,,6.6,21.1,2.1,30.3,2.3,46.8,2.8,15.8,4.3,30.7,1.8,11.4,3.7,0.8,22.4,12.5,14.0,4.4,0.0,0.0,12.3,2.1,14.2,1.4
105,Alex Iwobi,Everton,10.097368421052632,15.348000000000003,38,25,0.0,0.0,20.9,15.3,0.7,0.8,16.0,49.1,,1.0,,,,,,,,,,0.0,0.0,12.6,0.0,13.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.1,19.5,31.9,16.3,22.4,13.9,13.8,4.5,27.3,18.9,31.8,13.3,14.3,15.7,6.8,0.0,0.0
106,John Lundstram,Sheffield Utd,10.076315789473686,11.261764705882355,38,34,16.1,2.5,3.5,0.6,0.0,0.0,0.0,5.9,2.6,6.5,,,,,,,,,,28.6,,1.2,0.6,12.5,,0.1,1.5,11.7,5.1,0.0,5.6,4.3,31.1,23.3,16.2,7.8,7.3,15.8,15.9,12.8,13.4,27.5,16.3,15.4,14.0,2.4,9.1,18.5,27.2
107,Teemu Pukki,Norwich,9.986842105263158,10.541666666666666,38,36,0.3,0.0,0.0,2.9,1.3,3.7,14.0,12.0,,10.3,,,,,,,,,,11.1,1.1,12.7,0.8,2.6,,31.9,13.8,0.0,1.0,1.0,2.6,3.5,12.7,14.0,12.3,11.6,11.3,38.1,14.0,2.3,13.8,31.1,33.0,2.4,10.8,0.9,10.8,12.6,21.2
108,Jonathan Castro Otto,Wolves,9.978947368421053,10.834285714285716,38,35,10.9,3.9,0.3,7.4,2.9,3.7,19.7,4.1,,18.9,,,,,,,,,,0.0,0.0,25.5,19.3,1.8,,2.3,11.0,3.9,2.3,11.9,32.6,3.3,4.8,22.7,19.8,13.3,24.4,2.1,35.9,22.9,2.9,0.0,3.3,16.7,4.3,0.0,5.3,2.8,12.3
109,Troy Deeney,Watford,9.960526315789474,14.018518518518519,38,27,14.4,11.3,3.5,31.3,27.8,12.1,2.4,1.3,,14.9,,,,,,,,,,12.1,11.2,12.7,3.2,15.0,,14.4,25.1,43.5,23.8,36.8,1.3,4.9,13.6,13.1,1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,14.5
110,Michail Antonio,West Ham,9.93157894736842,15.725,38,24,1.4,2.7,26.9,33.3,46.6,13.8,26.4,5.2,,3.1,,,,,,,,,,7.3,49.1,37.0,2.2,6.1,0.0,1.8,0.0,0.0,0.0,3.8,18.7,,43.1,3.2,0.0,5.9,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.2,12.3
111,Oleksandr Zinchenko,Man City,9.889473684210529,19.778947368421058,38,19,0.0,30.0,1.1,5.7,9.8,40.8,0.0,2.3,26.5,0.0,,,,,,,,,,6.7,,0.0,0.0,5.3,,12.3,0.0,0.0,0.0,36.7,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,18.4,0.0,14.6,7.2,65.3,17.8,25.0
112,Neal Maupay,Brighton,9.715789473684211,9.97837837837838,38,37,24.0,21.7,12.3,0.5,13.9,13.3,5.6,11.6,,1.8,,,,,,,,,,14.0,3.2,2.7,11.0,0.0,,23.8,13.0,2.8,16.6,16.2,0.4,1.6,4.1,2.3,13.4,0.8,12.1,2.8,4.1,26.1,26.9,24.0,4.1,4.2,2.9,12.0,10.8,5.8,2.8
113,Pablo Fornals,West Ham,9.465789473684211,9.991666666666667,38,36,3.3,8.0,6.7,4.2,21.8,6.5,3.6,21.1,,2.2,,,,,,,,,,11.8,24.9,4.3,0.0,0.3,0.0,3.9,5.1,1.0,10.1,18.5,13.1,,32.8,21.1,17.9,13.4,3.1,6.6,0.0,14.3,5.2,0.8,41.3,14.9,11.8,0.8,1.1,2.8,1.4
114,Sebastien Haller,West Ham,9.328947368421055,11.078125000000002,38,32,3.9,0.3,1.1,1.9,11.8,0.0,0.0,0.0,,0.0,,,,,,,,,,21.7,24.8,2.8,0.0,22.3,13.9,22.3,14.3,6.3,4.3,12.7,3.0,,11.8,0.3,1.5,0.6,3.3,3.7,16.7,27.8,14.6,3.9,44.1,4.7,37.4,6.6,2.3,0.0,7.8
115,Declan Rice,West Ham,9.231578947368419,9.231578947368419,38,38,14.4,2.9,25.8,7.2,3.3,37.4,12.6,14.5,,0.6,,,,,,,,,,5.8,11.4,15.2,12.4,11.3,20.1,5.3,2.9,1.6,11.9,27.1,6.3,,14.8,3.7,5.0,2.8,1.4,11.5,6.4,3.8,11.3,3.3,2.7,2.2,15.2,1.2,1.8,11.9,1.8
116,Bernard Anicio Caldeira Duarte,Everton,9.186842105263159,12.92962962962963,38,27,15.3,0.0,4.3,2.3,0.3,0.3,1.8,37.8,,0.0,,,,,,,,,,3.2,1.4,40.6,2.3,0.0,,27.5,3.8,51.6,0.0,0.0,37.8,0.0,14.0,0.5,17.0,0.0,0.0,0.0,0.0,0.7,12.8,0.0,0.0,12.6,4.6,1.5,1.7,34.9,18.5
117,Christian Eriksen,Spurs,9.181578947368422,17.445,38,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,12.5,2.0,49.7,19.8,32.2,1.9,1.8,14.0,0.0,11.6,0.0,0.1,0.0,9.1,6.4,0.0,5.3,37.6,5.4,29.7,28.7,26.6,13.7,40.8
118,Ross Barkley,Chelsea,9.060526315789474,16.395238095238096,38,21,0.1,0.0,3.0,26.7,5.5,32.3,5.5,11.1,,1.5,,,,,,,,,,68.8,5.1,26.3,0.0,0.3,,5.6,4.3,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,25.4,0.0,21.1,2.8,60.0,0.0,14.4
119,Georginio Wijnaldum,Liverpool,9.05526315789474,9.300000000000002,38,37,15.6,2.8,44.8,5.1,2.8,11.9,1.0,17.5,,2.8,,,,,,,,,,25.6,2.3,17.2,5.3,11.8,15.4,4.8,13.6,6.9,6.3,2.8,9.3,,1.8,0.0,15.1,13.3,13.3,3.1,14.2,4.0,2.8,2.1,6.5,2.9,10.3,13.2,8.3,2.4,5.2
120,Djibril Sidibe,Everton,8.986842105263158,13.66,38,25,16.8,5.3,0.0,0.0,0.8,0.3,0.0,0.0,,0.0,,,,,,,,,,18.3,1.8,3.8,24.3,21.1,,18.8,3.7,3.2,20.1,31.2,44.8,6.3,0.0,35.9,0.2,19.3,9.4,15.3,3.2,15.5,20.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Callum Hudson-Odoi,Chelsea,8.98421052631579,15.51818181818182,38,22,0.3,14.8,0.9,14.6,0.0,0.3,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,,40.5,40.0,40.7,4.9,3.8,18.7,0.0,10.6,1.6,0.3,3.3,0.0,0.3,1.3,15.8,72.0,34.8,13.9,0.0,0.0,0.0,0.0,0.0,0.0
122,Matt Doherty,Wolves,8.960526315789474,9.458333333333336,38,36,11.4,14.5,0.7,4.5,22.3,3.9,15.9,12.8,,27.3,,,,,,,,,,6.4,2.3,36.4,26.2,2.4,,2.2,0.8,3.3,3.5,0.0,8.6,26.6,14.5,4.7,2.2,13.8,4.7,13.8,16.3,14.0,1.4,0.3,12.8,2.1,1.7,0.0,3.6,0.8,1.8
123,Martin Montoya,Brighton,8.894736842105264,12.518518518518519,38,27,0.0,0.0,0.0,0.4,0.0,0.0,1.5,0.0,,1.1,,,,,,,,,,7.5,61.4,0.0,0.0,30.6,,0.0,0.3,11.7,12.6,3.3,0.0,26.7,19.1,0.0,0.2,16.7,2.7,0.5,29.1,2.5,18.8,4.1,25.3,4.1,0.0,17.4,1.8,26.0,12.6
124,Alexandre Lacazette,Arsenal,8.886842105263161,11.25666666666667,38,30,0.3,1.7,12.3,12.4,12.6,0.3,4.5,0.0,6.3,0.3,,,,,,,,,,11.8,,0.0,11.4,16.0,,2.9,11.5,21.9,26.8,2.8,25.7,0.0,0.0,0.0,22.8,17.1,25.4,2.3,36.9,16.2,11.1,0.0,0.0,0.0,0.0,12.1,0.5,11.8,0.0
125,Ryan Fredericks,West Ham,8.781578947368422,12.35925925925926,38,27,4.0,0.0,0.0,13.6,41.2,15.7,9.3,2.1,,0.6,,,,,,,,,,0.0,0.0,0.0,0.3,5.9,0.0,0.0,0.0,0.0,29.7,16.3,0.0,,14.3,12.8,3.7,1.6,21.3,12.7,2.1,0.0,1.4,57.3,13.3,3.8,22.4,12.0,2.9,11.6,1.8
126,Bamidele Alli,Spurs,8.647368421052631,13.143999999999998,38,25,0.3,0.0,0.0,0.0,0.0,0.0,1.2,15.8,,0.0,,,,,,,,,,2.8,12.9,0.7,13.2,0.6,,5.8,26.7,12.1,13.2,28.6,14.3,3.1,14.8,24.1,23.6,15.9,24.3,26.3,17.4,2.3,27.7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
127,Ahmed El Mohamady,Aston Villa,8.528947368421052,18.005555555555556,38,18,0.0,14.4,42.3,40.3,0.0,0.0,1.6,5.4,0.0,0.5,,,,,,,,,,0.7,,0.0,0.0,0.0,,0.0,0.0,30.5,0.0,17.3,17.1,0.0,0.0,30.8,34.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,14.5,1.8,0.0,0.3,70.6,1.0
128,Harry Winks,Spurs,8.510526315789475,10.43225806451613,38,31,2.5,17.6,3.7,2.5,13.8,14.1,0.0,0.7,,21.8,,,,,,,,,,0.0,5.7,20.5,33.3,4.2,,2.2,13.1,5.9,0.0,0.0,6.9,0.0,0.0,0.0,2.5,0.1,17.3,14.9,0.0,0.8,15.2,3.5,4.0,16.0,3.6,22.1,24.5,0.8,29.6
129,Bukayo Saka,Arsenal,8.486842105263158,12.403846153846153,38,26,0.0,12.6,1.8,1.8,36.8,1.7,0.0,27.6,13.0,15.3,,,,,,,,,,37.2,,27.1,15.4,1.1,,2.0,5.2,0.0,0.8,12.2,11.6,2.0,1.1,0.0,0.0,4.8,0.0,0.0,1.4,0.7,17.7,26.3,30.0,15.3,0.0,,,,
130,Fabio Henrique Tavares,Liverpool,8.484210526315788,11.514285714285714,38,28,0.0,2.5,4.1,14.9,10.8,2.8,2.7,21.0,,3.8,,,,,,,,,,7.0,6.7,30.0,2.6,12.1,1.5,1.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.3,1.1,0.0,33.0,24.6,6.7,16.5,16.4,18.3,12.8,51.0,0.3,11.8
131,Luke Shaw,Man Utd,8.452631578947368,13.383333333333333,38,24,0.0,0.0,0.0,3.1,18.8,18.9,7.4,26.2,,24.8,,,,,,,,,,1.2,35.8,2.7,6.1,31.6,,23.4,0.4,0.0,15.3,0.3,8.9,17.1,5.2,1.4,13.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,29.7,3.0
132,Francisco Femenia Far,Watford,8.44473684210526,11.460714285714284,38,28,11.9,1.4,37.7,15.6,2.6,0.3,7.5,17.3,,3.6,,,,,,,,,,7.1,1.6,0.0,0.0,0.0,,0.0,0.0,0.0,5.9,2.0,1.8,17.8,1.7,19.5,13.4,5.3,8.0,0.0,14.8,0.0,0.1,0.0,0.0,1.7,38.7,16.3,30.5,1.9,34.9
133,Ashley Young,Man Utd,8.33157894736842,26.38333333333333,38,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,17.2,16.8,5.1,88.1,39.3,10.0,29.7,14.4,82.3,0.0,0.0
134,Etienne Capoue,Watford,8.252631578947367,10.453333333333331,38,30,0.0,0.0,0.0,15.7,17.6,0.3,0.8,43.5,,13.8,,,,,,,,,,13.9,14.1,3.2,10.8,11.8,,2.7,3.0,14.8,1.7,37.8,1.4,1.6,11.9,2.3,5.8,16.1,28.3,2.8,0.0,0.0,0.0,0.0,5.4,10.9,14.4,0.0,2.4,2.2,2.6
135,Dan Burn,Brighton,8.207894736842107,9.173529411764708,38,34,0.8,3.9,24.5,0.0,2.1,2.0,0.8,0.9,,1.3,,,,,,,,,,4.6,21.8,11.8,2.6,0.0,,0.0,0.0,0.0,0.0,1.3,0.8,19.9,14.4,6.6,12.4,17.1,17.3,1.5,13.8,1.9,21.8,25.8,1.1,22.4,16.0,1.5,12.6,25.3,1.3
