chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,full_name
100.0,100.0,433154,0,0,-3,3,0,3,6.3,2.9,2,Dwight,3.4,100,False,,2020-12-22T01:00:16.249461Z,57,433154.jpg,2.9,McNeil,0.4,False,,a,4,90,58,31841,7799,63066,916,0.6,10.2,McNeil,1686,1,2,7,26,0,0,0,1,0,0,3,243,290.8,359.6,116.0,76.9,138,51,40,32,186,97,89,52,2.0,,4.0,,,,Dwight McNeil
100.0,100.0,218023,0,0,-2,2,0,2,-0.5,-0.5,0,Jimmy,0.0,519,False,,2021-01-01T10:30:19.319929Z,38,218023.jpg,4.0,Dunne,4.4,False,,a,4,90,8,944920,9380,727126,9521,0.0,2.1,Dunne,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,349,135,347,124,310,105,361,131,,,,,,,Jimmy Dunne
0.0,0.0,461102,0,0,-1,1,0,2,0.0,0.0,0,Bobby,0.0,520,False,Joined Barrow on loan until the end of the season,2021-01-24T15:00:27.128058Z,39,461102.jpg,0.0,Thomas,0.5,False,,u,4,90,0,48725,0,50200,1119,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,484,185,463,185,434,168,494,185,,,,,,,Bobby Thomas
,,217401,0,0,0,0,0,3,-0.3,-0.4,0,Josh,0.1,535,False,,,45,217401.jpg,1.7,Benson,0.0,False,,a,4,90,10,3927,55,3412,77,0.0,2.2,Benson,260,0,0,1,7,0,0,0,0,0,0,0,27,16.0,7.9,13.0,3.7,426,182,395,187,371,175,424,185,,,5.0,,,,Josh Benson
,,195471,0,0,0,0,0,2,-0.5,-0.5,0,Anthony,0.0,536,False,,,40,195471.jpg,0.0,Driscoll-Glennon,0.1,False,,a,4,90,0,7200,140,6906,182,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501,191,482,191,454,175,511,191,,,,,,,Anthony Driscoll-Glennon
0.0,0.0,195064,0,0,0,0,0,3,0.0,0.0,0,Mace,0.0,551,False,Joined Barrow on loan until the end of the season,2021-02-02T17:30:29.256812Z,45,195064.jpg,0.0,Goodridge,0.0,False,,u,4,90,0,1278,0,1327,18,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,578,218,568,220,552,217,586,221,,,,,,,Mace Goodridge
,,168399,0,0,0,0,0,1,-0.5,-0.5,0,Will,0.0,583,False,,,40,168399.jpg,0.0,Norris,0.1,False,,a,4,90,0,15921,182,8698,289,0.0,0.0,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,47,479,20,451,15,508,47,,,,,,,Will Norris
,,461450,0,0,0,0,0,4,-0.5,-0.5,0,Max,0.0,591,False,,,45,461450.jpg,0.0,Thompson,0.1,False,,a,4,90,0,19537,352,14734,588,0.0,0.0,Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,603,70,593,73,580,71,609,74,,,,,,,Max Thompson
,,461096,0,0,0,0,0,4,-0.5,-0.5,0,Lewis,0.0,592,False,,,45,461096.jpg,0.0,Richardson,0.1,False,,a,4,90,0,15281,388,12000,452,0.0,0.0,Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,601,69,591,72,578,70,607,73,,,,,,,Lewis Richardson
,,465299,0,0,-1,1,0,3,-0.5,-0.5,0,Anthony,0.0,612,False,,,44,465299.jpg,0.0,Mancini,0.0,False,,a,4,90,0,609,80,450,54,0.0,0.0,Mancini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,568,216,556,218,540,215,577,219,,,,,,,Anthony Mancini
,,430367,0,0,0,0,0,4,-0.3,-0.4,0,Joel,0.1,613,False,,,45,430367.jpg,0.5,Mumbongo,0.0,False,,a,4,90,1,2972,351,1761,204,0.0,0.2,Mumbongo,27,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.2,0.0,0.1,593,68,429,62,568,69,483,68,,,,,,,Joel Mumbongo
,,184259,0,0,0,0,0,2,-0.5,-0.5,0,Richard,0.0,658,False,,,40,184259.jpg,0.0,Nartey,0.0,False,,a,4,90,0,230,114,56,44,0.0,0.0,Nartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,190,480,190,452,174,509,190,,,,,,,Richard Nartey
,,20310,0,0,-3,3,0,1,0.5,0.5,0,Willy,0.0,101,False,,,47,20310.jpg,1.0,Caballero,0.2,False,,a,5,8,1,5482,36,21056,100,0.0,0.2,Caballero,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,454,35,605,60,592,56,470,35,,,,,,,Willy Caballero
,,41328,0,0,-3,3,1,2,6.2,6.2,2,César,5.7,102,False,,,57,41328.jpg,4.6,Azpilicueta,4.3,False,,a,5,8,60,252727,15793,461572,8437,1.0,10.5,Azpilicueta,1040,1,1,7,8,0,0,0,4,0,0,5,252,240.4,179.6,105.0,52.5,172,67,132,26,199,49,182,47,,,,,,,César Azpilicueta
100.0,100.0,44346,0,0,-3,3,1,4,1.5,1.5,2,Olivier,1.0,103,False,,2021-01-19T23:30:21.429577Z,67,44346.jpg,2.8,Giroud,1.2,False,,a,5,8,33,233832,1144,267252,5339,0.1,4.9,Giroud,567,3,0,2,5,0,0,0,1,0,0,3,105,125.4,101.6,313.0,54.1,280,31,201,33,65,29,174,31,,,,,,,Olivier Giroud
,,82263,0,0,-3,3,1,2,4.0,4.0,1,Marcos,3.5,104,False,,,57,82263.jpg,3.8,Alonso,3.2,False,,a,5,8,23,206255,10958,215740,13388,0.6,4.0,Alonso,433,1,0,2,6,0,0,0,1,0,0,2,95,99.6,65.8,96.0,26.1,307,117,251,63,209,54,301,103,4.0,,5.0,,,,Marcos Alonso
100.0,100.0,85955,0,0,-3,3,4,3,5.5,5.5,10,Jorge Luiz,5.0,105,False,,2020-09-14T21:30:11.281378Z,47,85955.jpg,4.7,Frello Filho,4.0,False,,a,5,8,71,1324885,25374,1342595,4753,1.1,15.1,Jorginho,1060,5,2,7,9,0,0,2,0,0,0,10,286,363.0,211.4,137.0,71.3,85,28,106,74,162,86,103,59,,,,,1.0,,Jorge Luiz Frello Filho
100.0,100.0,91651,0,0,-2,2,0,3,3.0,3.0,2,Mateo,2.5,107,False,,2020-11-07T22:30:21.934477Z,53,91651.jpg,2.1,Kovacic,0.2,False,,a,5,8,37,30095,580,38194,396,0.5,7.0,Kovacic,1171,0,1,6,16,0,0,0,2,0,0,0,211,209.0,233.5,100.0,54.2,200,79,92,65,203,108,173,94,,,,,,,Mateo Kovacic
,,102380,0,0,-4,4,0,2,5.3,5.3,0,Antonio,4.8,109,False,,,46,102380.jpg,4.6,Rüdiger,3.0,False,,a,5,8,37,228635,12637,161352,7368,1.0,8.0,Rüdiger,720,0,0,5,4,1,0,0,0,0,0,4,181,147.6,37.9,83.0,26.9,251,95,305,98,232,67,296,101,,,,,,,Antonio Rüdiger
100.0,75.0,103192,-1,1,4,-4,4,2,0.5,0.4,0,Kurt,0.0,110,False,,2021-02-05T00:30:22.021945Z,54,103192.jpg,5.2,Zouma,9.8,False,,a,5,8,78,2445400,1082,1994517,58295,0.0,14.4,Zouma,1350,4,0,6,17,0,0,0,1,0,0,6,337,416.6,45.9,179.0,64.2,55,16,289,85,130,18,125,28,,,,,,,Kurt Zouma
,,109533,0,0,-3,3,0,2,0.5,0.5,0,Emerson,0.0,111,False,,,47,109533.jpg,3.5,Palmieri dos Santos,0.1,False,,a,5,8,7,9213,62,18136,138,0.0,1.5,Emerson,88,0,0,1,0,0,0,0,0,0,0,0,24,17.4,7.7,2.0,2.7,423,165,397,148,411,153,434,164,,,,,,,Emerson Palmieri dos Santos
100.0,100.0,109745,0,0,-3,3,0,1,0.5,0.5,0,Kepa,0.0,112,False,,2020-10-23T13:00:21.237423Z,47,109745.jpg,2.0,Arrizabalaga,0.5,False,,a,5,8,6,45228,116,169879,304,0.0,1.3,Arrizabalaga,270,0,0,0,6,0,0,0,0,0,8,0,40,50.8,0.0,0.0,5.0,364,25,609,61,596,57,416,25,,,,,,,Kepa Arrizabalaga
100.0,100.0,116594,0,0,-1,1,0,3,0.7,0.7,1,N'Golo,0.2,113,False,,2021-01-18T15:00:25.761365Z,49,116594.jpg,2.1,Kanté,2.4,False,,a,5,8,39,209364,640,403582,2275,0.0,8.0,Kanté,1509,0,1,6,21,0,0,0,6,0,0,0,247,276.4,233.5,31.0,54.4,152,58,91,64,325,159,170,92,,,,,,,N'Golo Kanté
100.0,100.0,124183,0,0,0,0,2,3,1.3,1.3,0,Hakim,0.8,114,False,,2020-12-05T23:00:19.905378Z,80,124183.jpg,3.6,Ziyech,2.2,False,,a,5,8,40,1670224,973,1716291,9980,0.1,5.0,Ziyech,627,1,3,5,6,0,0,0,3,0,0,6,138,155.2,278.4,177.0,61.2,242,102,68,48,132,74,138,73,2.0,,6.0,,,,Hakim Ziyech
100.0,100.0,135363,0,0,-3,3,0,2,1.0,1.0,2,Andreas,0.5,116,False,,2021-01-08T18:00:21.829181Z,47,135363.jpg,0.7,Christensen,0.2,False,,a,5,8,5,11467,424,26216,220,0.1,1.1,Christensen,549,0,0,0,11,0,0,0,1,1,0,0,82,113.2,5.6,20.0,13.9,289,111,402,150,349,126,353,126,,,,,,,Andreas Christensen
75.0,100.0,165153,0,0,-3,3,2,4,2.8,3.7,10,Timo,3.2,117,False,Dead leg - 75% chance of playing,2021-02-07T23:00:21.605405Z,92,165153.jpg,4.0,Werner,12.2,False,,d,5,8,87,1703938,11117,4037898,33469,0.3,9.5,Werner,1647,4,8,8,19,0,0,0,0,0,0,7,278,342.4,306.2,818.0,146.7,100,10,59,6,10,6,19,7,,,,,3.0,,Timo Werner
,,173879,0,0,-3,3,1,4,1.3,1.3,0,Tammy,0.8,118,False,,,72,173879.jpg,3.6,Abraham,2.9,False,,a,5,8,65,553338,2452,676808,21767,0.1,9.0,Abraham,950,6,2,5,11,0,0,0,0,0,0,8,222,270.2,117.5,464.0,84.4,159,19,187,29,37,17,76,20,,,,,,,Tammy Abraham
100.0,100.0,176413,0,0,-3,3,0,3,2.2,2.2,0,Christian,1.7,119,False,,2020-12-12T22:00:13.289919Z,82,176413.jpg,2.5,Pulisic,2.0,False,,a,5,8,38,451234,1242,1036193,7667,0.2,4.6,Pulisic,956,1,2,4,13,0,0,0,2,0,0,0,120,156.4,186.1,378.0,71.8,240,101,125,85,50,28,100,57,,,,,,,Christian Pulisic
,,184341,0,0,-2,2,1,3,5.2,5.2,8,Mason,4.7,120,False,,,68,184341.jpg,3.9,Mount,5.4,False,,a,5,8,86,794688,30633,1008379,9563,0.7,12.6,Mount,1796,3,5,7,23,0,0,0,2,0,0,9,376,461.8,839.0,485.0,178.6,38,15,3,3,34,18,10,7,1.0,,1.0,,2.0,,Mason Mount
0.0,0.0,194794,0,0,-3,3,0,2,0.0,0.0,0,Fikayo,0.0,121,False,Joined AC Milan on loan on 22/1 until the end of the season. - Expected back 24 May,2021-01-24T12:30:20.925105Z,47,194794.jpg,0.0,Tomori,0.2,False,,u,5,8,0,8098,0,26142,217,0.0,0.0,Tomori,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0.0,2.7,402,159,452,177,600,221,435,165,,,,,,,Fikayo Tomori
100.0,100.0,209046,0,0,-3,3,0,3,3.3,3.3,1,Callum,2.8,122,False,,2020-12-07T14:00:21.712069Z,57,209046.jpg,3.0,Hudson-Odoi,0.9,False,,a,5,8,42,106881,4430,76804,8880,0.5,7.4,Hudson-Odoi,665,2,2,4,4,0,0,0,0,0,0,2,172,193.6,282.9,243.0,72.0,210,85,67,47,88,50,99,56,5.0,,,,,,Callum Hudson-Odoi
100.0,100.0,225796,0,0,0,0,2,2,2.5,2.5,2,Reece,2.0,123,False,,2020-12-28T22:30:16.209052Z,50,225796.jpg,3.9,James,6.5,False,,a,5,8,67,1960979,10247,2085108,7873,0.4,13.4,James,1370,1,2,5,18,0,0,0,3,0,0,11,334,337.6,410.8,235.0,98.6,104,40,31,6,92,5,54,8,6.0,,2.0,,,,Reece James
100.0,100.0,243568,0,0,-1,1,0,3,0.5,0.5,0,Billy,0.0,124,False,,2020-08-15T10:00:11.591471Z,44,243568.jpg,1.0,Gilmour,0.1,False,,a,5,8,2,9906,113,15803,223,0.0,0.5,Gilmour,34,0,0,0,0,0,0,0,0,0,0,0,10,12.4,3.0,0.0,1.5,435,186,416,193,538,213,452,193,,,,,,,Billy Gilmour
100.0,100.0,172850,-1,1,4,-4,1,2,2.8,2.8,2,Benjamin,2.3,232,False,,2020-12-21T22:30:15.840480Z,59,172850.jpg,4.8,Chilwell,17.4,False,,a,5,8,87,3633321,9324,2609412,87185,0.4,14.7,Chilwell,1486,2,4,7,18,0,0,0,2,0,0,7,349,366.0,331.4,232.0,92.3,84,32,49,10,95,6,63,10,3.0,,,,,,Benjamin Chilwell
