assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,name,opponent_team,own_goals,penalties_missed,penalties_saved,position,red_cards,round,saves,selected,starts,team,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,19,0,6.8,14,0.05,0.05,0.00,0.67,127,1,0,2.7,18.0,2022-10-23T13:00:00Z,90,Takehiro Tomiyasu,17,0,0,0,Defender,0,13,0,91333,1,1,1,1,2.0,2,10293,14003,3710,42,False,0
0,0,25,1,16.3,14,0.04,0.12,0.08,0.39,131,0,0,4.2,8.0,2022-10-30T14:00:00Z,62,Takehiro Tomiyasu,16,0,0,0,Defender,0,14,0,98696,1,1,0,5,18.0,6,6690,10886,4196,42,True,0
0,0,0,0,0.0,14,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,Takehiro Tomiyasu,6,0,0,0,Defender,0,15,0,94795,0,1,1,0,0.0,0,-4140,5554,9694,42,False,0
0,0,0,0,0.0,14,0.00,0.00,0.00,0.00,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,0,Takehiro Tomiyasu,20,0,0,0,Defender,0,16,0,84158,0,1,2,0,0.0,0,-10670,753,11423,42,False,0
0,0,0,0,0.0,14,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2022-12-26T20:00:00Z,0,Takehiro Tomiyasu,19,0,0,0,Defender,0,17,0,68325,0,1,1,3,0.0,0,-16370,6498,22868,42,True,0
0,0,4,0,0.0,14,0.00,0.00,0.00,0.78,172,2,0,0.2,2.2,2022-12-31T17:30:00Z,30,Takehiro Tomiyasu,5,0,0,0,Defender,0,18,0,65552,0,1,4,2,0.0,0,-2872,260,3132,42,False,0
0,0,3,0,1.4,14,0.00,0.00,0.00,0.00,181,0,0,0.2,0.6,2023-01-03T19:45:00Z,14,Takehiro Tomiyasu,15,0,0,0,Defender,0,19,0,64896,0,1,0,0,0.0,1,-816,530,1346,42,True,0
0,0,5,0,0.1,14,0.00,0.00,0.00,0.07,199,0,0,0.2,2.0,2023-01-15T16:30:00Z,4,Takehiro Tomiyasu,18,0,0,0,Defender,0,20,0,64422,0,1,2,0,0.0,1,-776,1121,1897,42,False,0
1,0,24,0,26.7,14,0.06,0.06,0.00,0.22,201,1,0,6.6,33.6,2023-01-22T16:30:00Z,45,Takehiro Tomiyasu,14,0,0,0,Defender,0,21,0,63553,0,1,2,3,6.0,4,-1020,494,1514,42,True,0
0,0,6,0,0.3,14,0.00,0.00,0.00,0.00,215,0,0,0.4,3.4,2023-02-04T12:30:00Z,5,Takehiro Tomiyasu,8,0,0,0,Defender,0,22,0,63843,0,1,0,1,0.0,1,-178,2177,2355,42,False,0
0,0,0,0,0.0,14,0.00,0.00,0.00,0.00,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,Takehiro Tomiyasu,4,0,0,0,Defender,0,23,0,63228,0,1,1,1,0.0,0,-835,847,1682,42,True,0
0,0,0,0,7.8,14,0.01,0.14,0.14,1.71,111,3,0,1.7,3.6,2023-02-15T19:30:00Z,82,Takehiro Tomiyasu,13,0,0,0,Defender,0,23,0,63228,1,1,3,1,6.0,0,-835,847,1682,42,True,1
0,0,3,0,1.3,14,0.00,0.00,0.00,0.11,231,0,0,0.4,1.0,2023-02-18T12:30:00Z,11,Takehiro Tomiyasu,2,0,0,0,Defender,0,24,0,62964,0,1,4,2,2.0,1,-508,849,1357,42,False,0
0,0,3,0,0.0,14,0.00,0.00,0.00,0.00,246,0,0,0.0,0.0,2023-02-25T15:00:00Z,1,Takehiro Tomiyasu,10,0,0,0,Defender,0,25,0,62362,0,1,1,0,0.0,1,-521,1062,1583,42,False,0
0,0,0,0,0.0,14,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2023-03-01T19:45:00Z,0,Takehiro Tomiyasu,8,0,0,0,Defender,0,25,0,62362,0,1,0,4,0.0,0,-521,1062,1583,42,True,0
0,0,10,0,5.9,14,0.02,0.04,0.02,1.06,251,1,0,2.9,5.8,2023-03-04T15:00:00Z,45,Takehiro Tomiyasu,3,0,0,0,Defender,0,26,0,61594,1,1,2,3,17.0,1,-1183,347,1530,42,True,0
0,0,25,1,0.0,15,0.01,0.01,0.00,1.21,1,0,0,1.9,19.0,2022-08-05T19:00:00Z,90,Aaron Ramsdale,7,0,0,0,Goalkeeper,0,1,2,1128297,1,1,2,0,0.0,6,0,0,0,50,False,0
0,0,10,0,0.0,15,0.00,0.00,0.00,0.46,11,2,0,1.2,11.6,2022-08-13T14:00:00Z,90,Aaron Ramsdale,10,0,0,0,Goalkeeper,0,2,1,1369348,1,1,2,4,0.0,1,31287,93632,62345,50,True,0
0,0,20,1,0.0,15,0.00,0.00,0.00,0.28,21,0,0,0.8,7.6,2022-08-20T16:30:00Z,90,Aaron Ramsdale,3,0,0,0,Goalkeeper,0,3,1,1366505,1,1,3,0,0.0,6,-61359,88334,149693,50,False,0
0,0,12,0,0.0,15,0.00,0.00,0.00,0.83,31,1,0,1.9,18.8,2022-08-27T16:30:00Z,90,Aaron Ramsdale,9,0,0,0,Goalkeeper,0,4,2,1422476,1,1,1,2,0.0,2,-12169,88190,100359,50,True,0
0,0,13,0,0.0,15,0.00,0.00,0.00,0.45,41,1,0,1.7,17.4,2022-08-31T18:30:00Z,90,Aaron Ramsdale,2,0,0,0,Goalkeeper,0,5,2,1407588,1,1,1,2,0.0,2,-53340,48276,101616,50,True,0
0,0,14,0,0.0,15,0.00,0.00,0.00,1.55,56,3,0,2.5,25.2,2022-09-04T15:30:00Z,90,Aaron Ramsdale,14,0,0,0,Goalkeeper,0,6,3,1164227,1,1,1,3,0.0,2,-250290,17642,267932,50,False,0
0,0,24,1,0.0,15,0.00,0.00,0.00,0.53,72,0,0,1.8,17.8,2022-09-18T11:00:00Z,90,Aaron Ramsdale,4,0,0,0,Goalkeeper,0,8,2,1117890,1,1,3,0,0.0,6,-33636,26476,60112,49,False,0
0,0,12,0,0.0,15,0.00,0.00,0.00,1.57,81,1,0,1.9,19.2,2022-10-01T11:30:00Z,90,Aaron Ramsdale,18,0,0,0,Goalkeeper,0,9,2,1109375,1,1,1,3,0.0,2,-32360,39331,71691,49,True,0
0,0,15,0,0.0,15,0.00,0.00,0.00,1.13,91,2,0,1.3,12.6,2022-10-09T15:30:00Z,90,Aaron Ramsdale,12,0,0,0,Goalkeeper,0,10,2,1098374,1,1,2,3,0.0,1,-21961,36722,58683,49,True,0
0,3,32,1,0.0,15,0.00,0.00,0.00,1.86,104,0,0,3.5,34.8,2022-10-16T13:00:00Z,90,Aaron Ramsdale,11,0,0,0,Goalkeeper,0,11,4,1120191,1,1,1,0,0.0,10,10087,52485,42398,49,False,0
0,0,12,0,0.0,15,0.00,0.00,0.00,0.67,127,1,0,1.5,14.8,2022-10-23T13:00:00Z,90,Aaron Ramsdale,17,0,0,0,Goalkeeper,0,13,2,1120866,1,1,1,1,0.0,2,17553,45235,27682,49,False,0
0,0,24,1,0.0,15,0.00,0.00,0.00,0.43,131,0,0,1.2,11.6,2022-10-30T14:00:00Z,90,Aaron Ramsdale,16,0,0,0,Goalkeeper,0,14,2,1141584,1,1,0,5,0.0,6,14457,42052,27595,49,True,0
0,0,21,1,0.0,15,0.00,0.00,0.00,0.29,142,0,0,1.3,12.8,2022-11-06T12:00:00Z,90,Aaron Ramsdale,6,0,0,0,Goalkeeper,0,15,1,1126726,1,1,1,0,0.0,6,-18372,20985,39357,49,False,0
0,0,24,1,0.0,15,0.00,0.00,0.00,0.68,160,0,0,1.4,14.4,2022-11-12T19:45:00Z,90,Aaron Ramsdale,20,0,0,0,Goalkeeper,0,16,2,1184091,1,1,2,0,0.0,6,46799,70419,23620,49,False,0
0,0,14,0,0.0,15,0.01,0.01,0.00,1.07,161,1,0,2.0,20.0,2022-12-26T20:00:00Z,90,Aaron Ramsdale,19,0,0,0,Goalkeeper,0,17,3,1367437,1,1,1,3,0.0,3,169825,374614,204789,49,True,0
0,0,15,0,0.0,15,0.00,0.00,0.00,1.15,172,2,0,2.3,23.2,2022-12-31T17:30:00Z,90,Aaron Ramsdale,5,0,0,0,Goalkeeper,0,18,3,1353853,1,1,4,2,0.0,2,-17148,21408,38556,49,False,0
0,0,22,1,0.0,15,0.00,0.00,0.00,1.08,181,0,0,0.7,7.4,2023-01-03T19:45:00Z,90,Aaron Ramsdale,15,0,0,0,Goalkeeper,0,19,1,1308952,1,1,0,0,0.0,6,-45467,10521,55988,49,True,0
0,3,36,1,0.0,15,0.00,0.00,0.00,1.54,199,0,0,5.4,54.2,2023-01-15T16:30:00Z,90,Aaron Ramsdale,18,0,0,0,Goalkeeper,0,20,7,1274675,1,1,2,0,0.0,11,-36929,18330,55259,49,False,0
0,0,8,0,0.0,15,0.00,0.00,0.00,0.33,201,2,0,1.0,9.8,2023-01-22T16:30:00Z,90,Aaron Ramsdale,14,0,0,0,Goalkeeper,0,21,2,1326171,1,1,2,3,0.0,1,36936,66258,29322,49,True,0
0,0,14,0,0.0,15,0.00,0.00,0.00,1.66,215,1,0,1.7,16.6,2023-02-04T12:30:00Z,90,Aaron Ramsdale,8,0,0,0,Goalkeeper,0,22,3,1329449,1,1,0,1,0.0,3,-6407,56449,62856,49,False,0
0,0,10,0,0.0,15,0.00,0.00,0.00,2.37,221,1,0,0.7,7.2,2023-02-11T15:00:00Z,90,Aaron Ramsdale,4,0,0,0,Goalkeeper,0,23,1,1349701,1,1,1,1,0.0,2,14549,55004,40455,49,True,0
0,0,15,0,0.0,15,0.00,0.00,0.00,1.71,111,3,0,2.0,19.8,2023-02-15T19:30:00Z,90,Aaron Ramsdale,13,0,0,0,Goalkeeper,0,23,2,1349701,1,1,3,1,0.0,1,14549,55004,40455,49,True,0
0,0,14,0,0.0,15,0.00,0.00,0.00,0.51,231,2,0,2.3,22.6,2023-02-18T12:30:00Z,90,Aaron Ramsdale,2,0,0,0,Goalkeeper,0,24,3,1349015,1,1,4,2,0.0,2,-4614,25414,30028,49,False,0
0,0,20,1,0.0,15,0.00,0.00,0.00,0.02,246,0,0,0.3,3.2,2023-02-25T15:00:00Z,90,Aaron Ramsdale,10,0,0,0,Goalkeeper,0,25,0,1372414,1,1,1,0,0.0,6,21834,73566,51732,49,False,0
0,0,30,1,0.0,15,0.00,0.00,0.00,1.36,61,0,0,4.0,39.8,2023-03-01T19:45:00Z,90,Aaron Ramsdale,8,0,0,0,Goalkeeper,0,25,5,1372414,1,1,0,4,0.0,7,21834,73566,51732,49,True,0
0,0,12,0,0.0,15,0.00,0.00,0.00,1.32,251,2,0,1.8,18.4,2023-03-04T15:00:00Z,90,Aaron Ramsdale,3,0,0,0,Goalkeeper,0,26,2,1376833,1,1,2,3,0.0,1,-2989,39570,42559,49,True,0
0,1,26,1,0.6,16,0.01,0.01,0.00,1.21,1,0,0,2.7,24.2,2022-08-05T19:00:00Z,90,Gabriel dos Santos Magalhães,7,0,0,0,Defender,0,1,0,689975,1,1,2,0,2.0,7,0,0,0,50,False,0
0,0,12,0,1.8,16,0.02,0.06,0.05,0.46,11,2,0,2.1,13.2,2022-08-13T14:00:00Z,90,Gabriel dos Santos Magalhães,10,0,0,0,Defender,0,2,0,756694,1,1,2,4,6.0,1,-7155,48645,55800,50,True,0
0,1,29,1,1.5,16,0.00,0.11,0.10,0.28,21,0,0,2.5,19.8,2022-08-20T16:30:00Z,90,Gabriel dos Santos Magalhães,3,0,0,0,Defender,0,3,0,754827,1,1,3,0,4.0,7,-29099,68563,97662,50,False,0
0,1,27,0,12.6,16,0.02,0.76,0.75,0.83,31,1,1,9.4,46.2,2022-08-27T16:30:00Z,90,Gabriel dos Santos Magalhães,9,0,0,0,Defender,0,4,0,759675,1,1,1,2,35.0,9,-20145,41844,61989,50,True,0
0,0,16,0,1.3,16,0.01,0.32,0.31,0.45,41,1,0,8.8,17.4,2022-08-31T18:30:00Z,90,Gabriel dos Santos Magalhães,2,0,0,0,Defender,0,5,0,994950,1,1,1,2,69.0,2,176657,213104,36447,50,True,0
0,0,13,0,1.0,16,0.03,0.06,0.02,1.55,56,3,0,2.5,14.0,2022-09-04T15:30:00Z,90,Gabriel dos Santos Magalhães,14,0,0,0,Defender,0,6,0,1123841,1,1,1,3,10.0,1,85958,160863,74905,51,False,0
0,0,27,1,1.1,16,0.02,0.04,0.02,0.53,72,0,0,1.8,16.2,2022-09-18T11:00:00Z,90,Gabriel dos Santos Magalhães,4,0,0,0,Defender,0,8,0,1177943,1,1,3,0,1.0,6,7928,47611,39683,51,False,0
0,0,11,0,3.4,16,0.02,0.02,0.00,1.57,81,1,0,1.6,10.6,2022-10-01T11:30:00Z,90,Gabriel dos Santos Magalhães,18,0,0,0,Defender,0,9,0,1140828,1,1,1,3,2.0,2,-32504,43054,75558,51,True,0
0,0,16,0,0.8,16,0.01,0.01,0.00,1.13,91,2,0,2.3,22.6,2022-10-09T15:30:00Z,90,Gabriel dos Santos Magalhães,12,0,0,0,Defender,0,10,0,1108166,1,1,2,3,0.0,1,-40708,39234,79942,51,True,0
0,3,32,1,0.3,16,0.00,0.10,0.10,1.86,104,0,0,6.0,42.2,2022-10-16T13:00:00Z,90,Gabriel dos Santos Magalhães,11,0,0,0,Defender,0,11,0,1102599,1,1,1,0,17.0,8,-14252,45840,60092,51,False,1
0,0,17,0,2.2,16,0.02,0.07,0.06,0.67,127,1,0,3.8,32.0,2022-10-23T13:00:00Z,90,Gabriel dos Santos Magalhães,17,0,0,0,Defender,0,13,0,1100829,1,1,1,1,4.0,2,48903,72819,23916,51,False,0
0,0,25,1,2.3,16,0.02,0.02,0.00,0.43,131,0,0,1.6,11.8,2022-10-30T14:00:00Z,90,Gabriel dos Santos Magalhães,16,0,0,0,Defender,0,14,0,1127571,1,1,0,5,2.0,6,22726,52715,29989,51,True,0
0,3,40,1,0.3,16,0.01,0.78,0.78,0.29,142,0,1,8.8,48.2,2022-11-06T12:00:00Z,90,Gabriel dos Santos Magalhães,6,0,0,0,Defender,0,15,0,1113779,1,1,1,0,39.0,15,-16255,23047,39302,51,False,0
0,0,23,1,2.2,16,0.01,0.11,0.11,0.68,160,0,0,1.9,11.2,2022-11-12T19:45:00Z,90,Gabriel dos Santos Magalhães,20,0,0,0,Defender,0,16,0,1354485,1,1,2,0,6.0,5,222965,238509,15544,52,False,1
0,0,20,0,4.7,16,0.06,0.06,0.00,1.07,161,1,0,2.4,19.2,2022-12-26T20:00:00Z,90,Gabriel dos Santos Magalhães,19,0,0,0,Defender,0,17,0,1633698,1,1,1,3,0.0,2,266292,526427,260135,52,True,0
0,0,2,0,0.8,16,0.00,0.44,0.43,1.15,172,2,0,3.2,9.8,2022-12-31T17:30:00Z,90,Gabriel dos Santos Magalhães,5,0,0,0,Defender,0,18,0,1639063,1,1,4,2,21.0,0,2260,51925,49665,52,False,1
0,0,24,1,2.5,16,0.02,0.11,0.09,1.08,181,0,0,2.3,13.6,2023-01-03T19:45:00Z,90,Gabriel dos Santos Magalhães,15,0,0,0,Defender,0,19,0,1560507,1,1,0,0,7.0,6,-77834,26019,103853,52,True,0
0,0,19,1,0.9,16,0.01,0.01,0.00,1.54,199,0,0,1.9,16.4,2023-01-15T16:30:00Z,90,Gabriel dos Santos Magalhães,18,0,0,0,Defender,0,20,0,1518408,1,1,2,0,2.0,5,-43219,38082,81301,52,False,1
0,0,17,0,1.6,16,0.01,0.11,0.10,0.33,201,2,0,3.9,21.8,2023-01-22T16:30:00Z,90,Gabriel dos Santos Magalhães,14,0,0,0,Defender,0,21,0,1522313,1,1,2,3,16.0,1,-7023,38306,45329,52,True,0
0,0,17,0,2.5,16,0.01,0.01,0.00,1.66,215,1,0,2.5,22.6,2023-02-04T12:30:00Z,90,Gabriel dos Santos Magalhães,8,0,0,0,Defender,0,22,0,1517943,1,1,0,1,0.0,2,-9131,73252,82383,52,False,0
0,0,13,0,4.3,16,0.04,0.06,0.03,2.37,221,1,0,3.3,19.2,2023-02-11T15:00:00Z,90,Gabriel dos Santos Magalhães,4,0,0,0,Defender,0,23,0,1554668,1,1,1,1,9.0,2,31965,76756,44791,52,True,0
0,0,14,0,11.0,16,0.01,0.01,0.00,1.71,111,3,0,2.9,15.8,2023-02-15T19:30:00Z,90,Gabriel dos Santos Magalhães,13,0,0,0,Defender,0,23,0,1554668,1,1,3,1,2.0,1,31965,76756,44791,52,True,0
0,0,9,0,2.3,16,0.02,0.31,0.30,0.51,231,2,0,2.0,7.6,2023-02-18T12:30:00Z,90,Gabriel dos Santos Magalhães,2,0,0,0,Defender,0,24,0,1538637,1,1,4,2,10.0,1,-18141,25386,43527,52,False,0
0,3,26,1,4.0,16,0.01,0.01,0.00,0.02,246,0,0,2.3,16.6,2023-02-25T15:00:00Z,90,Gabriel dos Santos Magalhães,10,0,0,0,Defender,0,25,0,1509324,1,1,1,0,2.0,9,-19621,47209,66830,52,False,0
0,0,25,1,2.6,16,0.01,0.01,0.00,1.36,61,0,0,2.0,17.4,2023-03-01T19:45:00Z,90,Gabriel dos Santos Magalhães,8,0,0,0,Defender,0,25,0,1509324,1,1,0,4,0.0,6,-19621,47209,66830,52,True,0
0,0,14,0,8.2,16,0.05,0.24,0.19,1.32,251,2,0,5.4,13.2,2023-03-04T15:00:00Z,90,Gabriel dos Santos Magalhães,3,0,0,0,Defender,0,26,0,1587393,1,1,2,3,33.0,1,60431,122548,62117,52,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Nuno Varela Tavares,7,0,0,0,Defender,0,1,0,2728,0,1,2,0,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,Nuno Varela Tavares,10,0,0,0,Defender,0,2,0,1740,0,1,2,4,0.0,0,-943,0,943,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,Nuno Varela Tavares,3,0,0,0,Defender,0,3,0,1375,0,1,3,0,0.0,0,-405,0,405,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,Nuno Varela Tavares,9,0,0,0,Defender,0,4,0,1209,0,1,1,2,0.0,0,-181,0,181,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Nuno Varela Tavares,2,0,0,0,Defender,0,5,0,1100,0,1,1,2,0.0,0,-107,0,107,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Nuno Varela Tavares,14,0,0,0,Defender,0,6,0,1013,0,1,1,3,0.0,0,-90,0,90,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Nuno Varela Tavares,4,0,0,0,Defender,0,8,0,951,0,1,3,0,0.0,0,-15,0,15,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,Nuno Varela Tavares,18,0,0,0,Defender,0,9,0,919,0,1,1,3,0.0,0,-35,0,35,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Nuno Varela Tavares,12,0,0,0,Defender,0,10,0,891,0,1,2,3,0.0,0,-29,0,29,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Nuno Varela Tavares,11,0,0,0,Defender,0,11,0,873,0,1,1,0,0.0,0,-16,0,16,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,Nuno Varela Tavares,17,0,0,0,Defender,0,13,0,857,0,1,1,1,0.0,0,-7,0,7,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2022-10-30T14:00:00Z,0,Nuno Varela Tavares,16,0,0,0,Defender,0,14,0,842,0,1,0,5,0.0,0,-14,0,14,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,Nuno Varela Tavares,6,0,0,0,Defender,0,15,0,828,0,1,1,0,0.0,0,-15,0,15,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,0,Nuno Varela Tavares,20,0,0,0,Defender,0,16,0,816,0,1,2,0,0.0,0,-11,0,11,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,161,0,0,0.0,0.0,2022-12-26T20:00:00Z,0,Nuno Varela Tavares,19,0,0,0,Defender,0,17,0,807,0,1,1,3,0.0,0,-10,0,10,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,172,0,0,0.0,0.0,2022-12-31T17:30:00Z,0,Nuno Varela Tavares,5,0,0,0,Defender,0,18,0,803,0,1,4,2,0.0,0,-4,0,4,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,181,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,Nuno Varela Tavares,15,0,0,0,Defender,0,19,0,799,0,1,0,0,0.0,0,-4,0,4,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,199,0,0,0.0,0.0,2023-01-15T16:30:00Z,0,Nuno Varela Tavares,18,0,0,0,Defender,0,20,0,791,0,1,2,0,0.0,0,-7,0,7,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,Nuno Varela Tavares,14,0,0,0,Defender,0,21,0,790,0,1,2,3,0.0,0,-2,0,2,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,Nuno Varela Tavares,8,0,0,0,Defender,0,22,0,781,0,1,0,1,0.0,0,-8,0,8,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,Nuno Varela Tavares,4,0,0,0,Defender,0,23,0,781,0,1,1,1,0.0,0,-1,0,1,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2023-02-15T19:30:00Z,0,Nuno Varela Tavares,13,0,0,0,Defender,0,23,0,781,0,1,3,1,0.0,0,-1,0,1,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,231,0,0,0.0,0.0,2023-02-18T12:30:00Z,0,Nuno Varela Tavares,2,0,0,0,Defender,0,24,0,779,0,1,4,2,0.0,0,-2,0,2,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,246,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,Nuno Varela Tavares,10,0,0,0,Defender,0,25,0,777,0,1,1,0,0.0,0,-2,0,2,45,False,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2023-03-01T19:45:00Z,0,Nuno Varela Tavares,8,0,0,0,Defender,0,25,0,777,0,1,0,4,0.0,0,-2,0,2,45,True,0
0,0,0,0,0.0,17,0.00,0.00,0.00,0.00,251,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,Nuno Varela Tavares,3,0,0,0,Defender,0,26,0,773,0,1,2,3,0.0,0,-4,0,4,45,True,0
0,0,23,1,15.2,19,0.05,0.42,0.38,1.21,1,0,1,9.2,38.2,2022-08-05T19:00:00Z,90,Gabriel Martinelli Silva,7,0,0,0,Midfielder,0,1,0,1728741,1,1,2,0,39.0,8,0,0,0,60,False,0
0,1,30,0,51.8,19,0.31,0.37,0.05,0.46,11,2,1,10.9,42.4,2022-08-13T14:00:00Z,90,Gabriel Martinelli Silva,10,0,0,0,Midfielder,0,2,0,2396763,1,1,2,4,15.0,8,379500,430548,51048,61,True,0
1,0,11,1,6.3,19,0.03,0.39,0.36,0.12,21,0,0,3.8,2.0,2022-08-20T16:30:00Z,74,Gabriel Martinelli Silva,3,0,0,0,Midfielder,0,3,0,3788936,1,1,3,0,30.0,6,1180060,1242606,62546,63,False,0
0,0,20,0,59.0,19,0.39,0.94,0.55,0.83,31,1,0,18.6,25.8,2022-08-27T16:30:00Z,90,Gabriel Martinelli Silva,9,0,0,0,Midfielder,0,4,0,4084833,1,1,1,2,101.0,2,243247,372203,128956,64,True,0
0,3,34,0,30.7,19,0.40,0.59,0.20,0.45,41,1,1,14.4,44.0,2022-08-31T18:30:00Z,90,Gabriel Martinelli Silva,2,0,0,0,Midfielder,0,5,0,3952017,1,1,1,2,69.0,10,-151656,117275,268931,64,True,0
0,0,8,0,33.1,19,0.07,0.16,0.10,1.55,56,3,0,9.8,11.4,2022-09-04T15:30:00Z,90,Gabriel Martinelli Silva,14,0,0,0,Midfielder,0,6,0,4624595,1,1,1,3,53.0,2,552114,649197,97083,65,False,0
0,0,7,1,24.6,19,0.18,0.35,0.17,0.49,72,0,0,6.0,12.4,2022-09-18T11:00:00Z,77,Gabriel Martinelli Silva,4,0,0,0,Midfielder,0,8,0,5066895,1,1,3,0,23.0,3,157832,207791,49959,65,False,0
1,0,21,0,27.2,19,0.12,0.24,0.12,1.57,81,1,0,10.2,26.4,2022-10-01T11:30:00Z,90,Gabriel Martinelli Silva,18,0,0,0,Midfielder,0,9,0,4946404,1,1,1,3,48.0,4,-63323,159344,222667,66,True,1
1,2,36,0,25.2,19,0.65,1.15,0.50,1.13,91,2,1,11.9,51.2,2022-10-09T15:30:00Z,90,Gabriel Martinelli Silva,12,0,0,0,Midfielder,0,10,0,4811880,1,1,2,3,43.0,12,-153378,114388,267766,66,True,0
0,0,3,1,13.3,19,0.21,0.27,0.05,1.86,104,0,0,4.3,7.8,2022-10-16T13:00:00Z,90,Gabriel Martinelli Silva,11,0,0,0,Midfielder,0,11,0,5163784,1,1,1,0,22.0,3,306437,347653,41216,66,False,0
0,0,9,0,5.8,19,0.03,0.07,0.04,0.67,127,1,0,3.2,10.4,2022-10-23T13:00:00Z,70,Gabriel Martinelli Silva,17,0,0,0,Midfielder,0,13,0,5227821,1,1,1,1,16.0,2,321228,365963,44735,67,False,0
0,0,24,1,13.9,19,0.08,0.34,0.27,0.39,131,0,1,9.4,37.4,2022-10-30T14:00:00Z,62,Gabriel Martinelli Silva,16,0,0,0,Midfielder,0,14,0,5264772,1,1,0,5,43.0,8,30665,144978,114313,68,True,0
0,0,5,1,13.3,19,0.22,0.38,0.16,0.29,142,0,0,2.0,0.0,2022-11-06T12:00:00Z,90,Gabriel Martinelli Silva,6,0,0,0,Midfielder,0,15,0,5359256,1,1,1,0,7.0,3,75592,167991,92399,68,False,0
1,0,18,1,3.4,19,0.02,0.08,0.07,0.68,160,0,0,4.1,14.6,2022-11-12T19:45:00Z,90,Gabriel Martinelli Silva,20,0,0,0,Midfielder,0,16,0,5349701,1,1,2,0,23.0,6,-19697,100247,119944,68,False,0
0,1,26,0,13.5,19,0.04,0.11,0.08,1.02,161,1,1,8.0,37.2,2022-12-26T20:00:00Z,87,Gabriel Martinelli Silva,19,0,0,0,Midfielder,0,17,0,5207703,1,1,1,3,29.0,8,-165004,467408,632412,68,True,0
1,0,28,0,6.3,19,0.08,0.74,0.66,1.15,172,2,1,14.6,39.4,2022-12-31T17:30:00Z,90,Gabriel Martinelli Silva,5,0,0,0,Midfielder,0,18,0,5245805,1,1,4,2,100.0,10,28261,82748,54487,68,False,0
